id_student,id_time,id_subject,arrive_time,duration,is_abs,is_late
7,3,1,13:08:18,01:34:20,False,False
11,3,1,13:08:25,02:20:32,False,False
42,3,1,13:08:51,01:34:04,False,False
75,3,1,13:09:08,01:38:21,False,False
38,3,1,13:09:17,01:34:29,False,False
3,3,1,13:09:22,01:30:10,False,False
59,3,1,13:09:23,02:26:34,False,False
71,3,1,13:09:38,01:33:18,False,False
64,3,1,13:09:53,01:32:56,False,False
2,3,1,13:09:57,01:33:07,False,False
39,3,1,13:09:58,01:27:21,False,False
17,3,1,13:10:02,02:25:56,False,False
30,3,1,13:10:39,01:28:44,False,False
68,3,1,13:10:51,01:37:27,False,False
24,3,1,13:11:09,01:35:06,False,False
60,3,1,13:11:14,01:31:41,False,False
18,3,1,13:11:20,00:12:48,True,False
40,3,1,13:12:30,01:02:46,False,False
62,3,1,13:12:33,01:30:20,False,False
63,3,1,13:12:40,00:28:53,True,False
74,3,1,13:13:23,00:49:11,False,False
48,3,1,13:13:25,01:36:29,False,False
41,3,1,13:13:55,01:26:41,False,False
52,3,1,13:14:21,00:55:11,False,False
28,3,1,13:14:25,01:28:27,False,False
55,3,1,13:14:26,01:28:35,False,False
53,3,1,13:14:41,01:34:55,False,False
29,3,1,13:14:48,01:18:04,False,False
37,3,1,13:15:10,01:27:21,False,False
72,3,1,13:15:28,01:23:51,False,False
65,3,1,13:15:43,01:14:35,False,False
22,3,1,13:16:09,02:17:38,False,False
76,3,1,13:17:10,01:25:38,False,False
45,3,1,13:17:46,01:22:18,False,False
25,3,1,13:18:31,01:16:42,False,True
19,3,1,13:19:41,01:23:21,False,True
54,3,1,13:19:45,01:23:06,False,True
23,3,1,13:22:11,01:13:33,False,True
46,3,1,13:22:33,00:08:29,True,False
70,3,1,13:26:16,01:44:15,False,True
16,3,1,13:26:28,00:28:48,True,False
67,3,1,13:27:25,01:15:29,False,True
61,3,1,13:28:19,00:32:45,False,True
36,3,1,13:29:11,01:00:14,False,True
49,3,1,13:30:28,01:12:39,False,True
8,3,1,13:33:17,03:03:53,False,True
35,3,1,13:35:38,01:07:12,False,True
77,3,1,13:37:11,01:05:57,False,True
12,3,1,13:40:53,00:58:48,False,True
21,3,1,13:45:03,00:00:40,True,False
66,3,1,14:08:02,00:35:01,False,True
31,3,1,14:13:38,00:00:59,True,False
51,3,1,14:14:21,00:28:39,True,False
4,3,1,14:15:46,00:15:07,True,False
13,3,1,14:17:22,00:50:20,False,True
79,3,1,14:27:34,00:15:43,True,False
47,3,1,14:37:19,00:05:39,True,False
20,3,1,14:46:43,00:25:58,True,False
1,3,1,00:00:00,00:00:00,True,False
5,3,1,00:00:00,00:00:00,True,False
6,3,1,00:00:00,00:00:00,True,False
9,3,1,00:00:00,00:00:00,True,False
10,3,1,00:00:00,00:00:00,True,False
14,3,1,00:00:00,00:00:00,True,False
15,3,1,00:00:00,00:00:00,True,False
26,3,1,00:00:00,00:00:00,True,False
27,3,1,00:00:00,00:00:00,True,False
32,3,1,00:00:00,00:00:00,True,False
33,3,1,00:00:00,00:00:00,True,False
34,3,1,00:00:00,00:00:00,True,False
43,3,1,00:00:00,00:00:00,True,False
44,3,1,00:00:00,00:00:00,True,False
50,3,1,00:00:00,00:00:00,True,False
56,3,1,00:00:00,00:00:00,True,False
57,3,1,00:00:00,00:00:00,True,False
58,3,1,00:00:00,00:00:00,True,False
69,3,1,00:00:00,00:00:00,True,False
73,3,1,00:00:00,00:00:00,True,False
78,3,1,00:00:00,00:00:00,True,False
