id_student,id_time,id_subject,arrive_time,duration,is_abs,is_late
11,5,1,13:02:43,03:14:58,False,False
60,5,1,13:02:45,01:47:31,False,False
3,5,1,13:03:00,01:48:00,False,False
16,5,1,13:03:01,01:47:55,False,False
10,5,1,13:03:22,01:48:04,False,False
42,5,1,13:03:25,01:46:59,False,False
78,5,1,13:03:44,00:17:42,True,False
24,5,1,13:04:10,01:47:08,False,False
2,5,1,13:04:50,02:10:08,False,False
75,5,1,13:05:00,01:43:41,False,False
20,5,1,13:05:21,01:41:50,False,False
68,5,1,13:05:44,00:51:28,False,False
69,5,1,13:05:55,01:44:11,False,False
30,5,1,13:06:13,01:44:08,False,False
29,5,1,13:06:15,01:41:03,False,False
49,5,1,13:07:04,01:43:51,False,False
59,5,1,13:07:13,01:43:08,False,False
62,5,1,13:07:14,01:42:56,False,False
71,5,1,13:07:29,01:43:48,False,False
39,5,1,13:07:38,01:42:44,False,False
72,5,1,13:07:42,01:26:23,False,False
12,5,1,13:07:56,01:40:38,False,False
28,5,1,13:08:01,01:42:53,False,False
7,5,1,13:08:36,01:42:52,False,False
55,5,1,13:08:54,01:41:33,False,False
67,5,1,13:09:15,01:41:12,False,False
33,5,1,13:10:05,00:14:50,True,False
4,5,1,13:12:14,00:18:11,True,False
52,5,1,13:12:50,01:38:27,False,True
38,5,1,13:13:24,01:18:07,False,True
48,5,1,13:15:07,01:36:37,False,True
40,5,1,13:15:13,01:35:06,False,True
44,5,1,13:15:31,01:34:47,False,True
17,5,1,13:19:01,02:01:37,False,True
74,5,1,13:20:38,01:29:53,False,True
26,5,1,13:24:04,01:26:26,False,True
47,5,1,13:26:00,01:09:05,False,True
45,5,1,13:26:20,01:20:35,False,True
61,5,1,13:38:00,00:23:50,True,False
77,5,1,13:55:52,00:41:17,False,True
23,5,1,14:17:13,00:10:18,True,False
70,5,1,14:22:00,00:28:07,True,False
41,5,1,14:47:58,00:06:27,True,False
13,5,1,15:55:29,00:22:12,True,False
1,5,1,00:00:00,00:00:00,True,False
5,5,1,00:00:00,00:00:00,True,False
6,5,1,00:00:00,00:00:00,True,False
8,5,1,00:00:00,00:00:00,True,False
9,5,1,00:00:00,00:00:00,True,False
14,5,1,00:00:00,00:00:00,True,False
15,5,1,00:00:00,00:00:00,True,False
18,5,1,00:00:00,00:00:00,True,False
19,5,1,00:00:00,00:00:00,True,False
21,5,1,00:00:00,00:00:00,True,False
22,5,1,00:00:00,00:00:00,True,False
25,5,1,00:00:00,00:00:00,True,False
27,5,1,00:00:00,00:00:00,True,False
31,5,1,00:00:00,00:00:00,True,False
32,5,1,00:00:00,00:00:00,True,False
34,5,1,00:00:00,00:00:00,True,False
35,5,1,00:00:00,00:00:00,True,False
36,5,1,00:00:00,00:00:00,True,False
37,5,1,00:00:00,00:00:00,True,False
43,5,1,00:00:00,00:00:00,True,False
46,5,1,00:00:00,00:00:00,True,False
50,5,1,00:00:00,00:00:00,True,False
51,5,1,00:00:00,00:00:00,True,False
53,5,1,00:00:00,00:00:00,True,False
54,5,1,00:00:00,00:00:00,True,False
56,5,1,00:00:00,00:00:00,True,False
57,5,1,00:00:00,00:00:00,True,False
58,5,1,00:00:00,00:00:00,True,False
63,5,1,00:00:00,00:00:00,True,False
64,5,1,00:00:00,00:00:00,True,False
65,5,1,00:00:00,00:00:00,True,False
66,5,1,00:00:00,00:00:00,True,False
73,5,1,00:00:00,00:00:00,True,False
76,5,1,00:00:00,00:00:00,True,False
79,5,1,00:00:00,00:00:00,True,False
